"CUST_ID","ORDER_ID","ORDER_DATETIME","DAYS_ELAPSED_TMAX","DAYS_FROM_CUST_LAST_ORDER","REVENUE","QUANTITY","STORE_ID","PRODUCT_ID","ORDER_STATUS","SHIPMENT_STATUS"
61,324,"2021-06-02 02:53:08",314,299,79.82,2,1,27,"COMPLETE","DELIVERED"
61,471,"2021-07-08 04:18:42",278,263,79.56,2,3,22,"COMPLETE",
61,673,"2021-08-23 13:23:00",232,217,153.45,5,1,11,"COMPLETE","DELIVERED"
61,673,"2021-08-23 13:23:00",232,217,119.34,3,1,22,"COMPLETE","DELIVERED"
61,891,"2021-10-05 17:30:26",189,174,85.77,3,1,31,"COMPLETE","DELIVERED"
61,1048,"2021-11-01 10:44:26",162,147,63.48,3,1,9,"COMPLETE","DELIVERED"
61,1048,"2021-11-01 10:44:26",162,147,88.53,3,1,37,"COMPLETE","DELIVERED"
61,1901,"2022-03-28 19:19:17",15,0,31.44,3,3,12,"COMPLETE",
62,55,"2021-03-17 06:01:16",391,316,159.56,4,1,17,"COMPLETE","DELIVERED"
62,55,"2021-03-17 06:01:16",391,316,37,1,1,33,"COMPLETE","DELIVERED"
62,103,"2021-04-04 16:13:44",373,298,25.98,3,1,41,"COMPLETE","DELIVERED"
62,103,"2021-04-04 16:13:44",373,298,186.7,5,1,30,"COMPLETE","DELIVERED"
62,188,"2021-04-27 00:32:50",350,275,19.6,2,1,25,"COMPLETE","DELIVERED"
62,188,"2021-04-27 00:32:50",350,275,49.42,2,1,29,"COMPLETE","DELIVERED"
62,230,"2021-05-06 01:13:20",341,266,52.28,2,1,14,"COMPLETE","DELIVERED"
62,230,"2021-05-06 01:13:20",341,266,159.56,4,1,17,"COMPLETE","DELIVERED"
62,398,"2021-06-20 19:17:34",296,221,9.8,1,1,25,"COMPLETE","DELIVERED"
62,398,"2021-06-20 19:17:34",296,221,145.17,3,1,24,"COMPLETE","DELIVERED"
62,398,"2021-06-20 19:17:34",296,221,37.92,3,1,13,"COMPLETE","DELIVERED"
62,697,"2021-08-29 02:55:23",226,151,98.84,4,1,29,"CANCELLED",
62,1296,"2021-12-15 04:29:42",118,43,102.18,3,4,40,"COMPLETE",
62,1296,"2021-12-15 04:29:42",118,43,104.56,4,4,14,"COMPLETE",
62,1576,"2022-01-27 13:07:28",75,0,27.64,1,1,46,"COMPLETE","DELIVERED"
62,1576,"2022-01-27 13:07:28",75,0,114.36,4,1,31,"COMPLETE","DELIVERED"
62,1576,"2022-01-27 13:07:28",75,0,102.18,3,1,40,"COMPLETE","DELIVERED"
63,137,"2021-04-13 10:16:51",364,164,49.12,1,1,36,"COMPLETE","DELIVERED"
63,137,"2021-04-13 10:16:51",364,164,30.33,3,1,42,"COMPLETE","DELIVERED"
63,137,"2021-04-13 10:16:51",364,164,61.38,2,1,11,"COMPLETE","DELIVERED"
63,233,"2021-05-06 13:17:41",341,141,141.05,5,1,20,"COMPLETE","DELIVERED"
63,233,"2021-05-06 13:17:41",341,141,29.55,1,1,2,"COMPLETE","DELIVERED"
63,412,"2021-06-23 01:54:06",293,93,11,1,1,39,"COMPLETE","DELIVERED"
63,412,"2021-06-23 01:54:06",293,93,147.45,5,1,10,"COMPLETE","DELIVERED"
63,412,"2021-06-23 01:54:06",293,93,28.72,4,1,35,"COMPLETE","DELIVERED"
63,514,"2021-07-19 21:45:49",267,67,58.98,2,1,10,"COMPLETE","DELIVERED"
63,514,"2021-07-19 21:45:49",267,67,88.65,3,1,2,"COMPLETE","DELIVERED"
63,806,"2021-09-16 16:02:36",208,8,176.68,4,5,4,"COMPLETE",
63,806,"2021-09-16 16:02:36",208,8,195,4,5,26,"COMPLETE",
63,806,"2021-09-16 16:02:36",208,8,82.92,3,5,46,"COMPLETE",
63,841,"2021-09-24 13:28:43",200,0,193.56,4,5,24,"COMPLETE",
64,489,"2021-07-11 15:23:58",275,161,39.16,2,1,8,"REFUNDED","DELIVERED"
64,489,"2021-07-11 15:23:58",275,161,37,1,1,33,"REFUNDED","DELIVERED"
64,698,"2021-08-29 11:42:50",226,112,42.32,2,1,9,"COMPLETE","DELIVERED"
64,724,"2021-09-03 01:49:24",221,107,21.54,3,6,35,"COMPLETE",
64,724,"2021-09-03 01:49:24",221,107,30.72,3,6,28,"COMPLETE",
64,724,"2021-09-03 01:49:24",221,107,19.6,2,6,25,"COMPLETE",
64,1322,"2021-12-19 20:08:49",114,0,33.34,2,1,3,"COMPLETE","DELIVERED"
64,1322,"2021-12-19 20:08:49",114,0,46.64,2,1,34,"COMPLETE","DELIVERED"
65,33,"2021-03-08 01:20:10",400,321,57.48,3,1,7,"COMPLETE","DELIVERED"
65,33,"2021-03-08 01:20:10",400,321,39.2,4,1,25,"COMPLETE","DELIVERED"
65,51,"2021-03-15 08:40:04",393,314,45.96,2,1,38,"COMPLETE","DELIVERED"
65,577,"2021-08-04 00:26:33",251,172,79.82,2,1,27,"COMPLETE","DELIVERED"
65,577,"2021-08-04 00:26:33",251,172,79.78,2,1,17,"COMPLETE","DELIVERED"
65,577,"2021-08-04 00:26:33",251,172,148,4,1,33,"COMPLETE","DELIVERED"
65,1201,"2021-12-01 04:56:09",132,53,48.75,1,1,26,"COMPLETE","DELIVERED"
65,1201,"2021-12-01 04:56:09",132,53,11,1,1,39,"COMPLETE","DELIVERED"
65,1201,"2021-12-01 04:56:09",132,53,10.24,1,1,28,"COMPLETE","DELIVERED"
65,1249,"2021-12-08 17:28:15",125,46,39.16,1,1,46,"COMPLETE","DELIVERED"
65,1249,"2021-12-08 17:28:15",125,46,176.68,4,1,4,"COMPLETE","DELIVERED"
65,1250,"2021-12-08 23:33:11",125,46,112.02,3,7,30,"COMPLETE",
65,1443,"2022-01-09 19:46:17",93,14,73.38,3,1,18,"COMPLETE","DELIVERED"
65,1443,"2022-01-09 19:46:17",93,14,148,4,1,33,"COMPLETE","DELIVERED"
65,1538,"2022-01-23 00:55:53",79,0,20.96,2,1,12,"COMPLETE","DELIVERED"
65,1538,"2022-01-23 00:55:53",79,0,50.56,4,1,13,"COMPLETE","DELIVERED"
66,319,"2021-06-01 03:54:07",315,170,52.4,5,1,12,"COMPLETE","DELIVERED"
66,319,"2021-06-01 03:54:07",315,170,10.11,1,1,42,"COMPLETE","DELIVERED"
66,810,"2021-09-18 08:12:35",206,61,98.84,4,8,29,"COMPLETE",
66,810,"2021-09-18 08:12:35",206,61,20.96,2,8,12,"COMPLETE",
66,1112,"2021-11-13 04:23:04",150,5,33,3,8,39,"COMPLETE",
66,1139,"2021-11-18 20:16:12",145,0,96.78,2,8,24,"COMPLETE",
67,23,"2021-03-02 11:52:28",406,314,21.16,1,1,9,"COMPLETE","DELIVERED"
67,23,"2021-03-02 11:52:28",406,314,148,4,1,33,"COMPLETE","DELIVERED"
67,84,"2021-03-30 07:44:21",378,286,28.59,1,1,31,"COMPLETE","DELIVERED"
67,84,"2021-03-30 07:44:21",378,286,30.69,1,1,11,"COMPLETE","DELIVERED"
67,84,"2021-03-30 07:44:21",378,286,186.7,5,1,30,"COMPLETE","DELIVERED"
67,309,"2021-05-27 23:28:36",320,228,31.68,1,1,45,"COMPLETE","DELIVERED"
67,309,"2021-05-27 23:28:36",320,228,24.71,1,1,29,"COMPLETE","DELIVERED"
67,584,"2021-08-05 16:28:57",250,158,57.48,3,9,7,"COMPLETE",
67,1444,"2022-01-10 09:47:01",92,0,45.96,2,1,38,"COMPLETE","DELIVERED"
67,1444,"2022-01-10 09:47:01",92,0,117.96,4,1,10,"COMPLETE","DELIVERED"
68,11,"2021-02-24 02:05:31",412,313,66.68,4,1,3,"COMPLETE","DELIVERED"
68,1024,"2021-10-28 15:48:48",166,67,63.36,2,1,45,"COMPLETE","DELIVERED"
68,1129,"2021-11-17 02:48:31",146,47,57.48,3,10,7,"COMPLETE",
68,1129,"2021-11-17 02:48:31",146,47,28.59,1,10,31,"COMPLETE",
68,1129,"2021-11-17 02:48:31",146,47,24.46,1,10,18,"COMPLETE",
68,1412,"2022-01-03 20:11:20",99,0,159.12,4,10,22,"COMPLETE",
68,1412,"2022-01-03 20:11:20",99,0,35.9,5,10,35,"COMPLETE",
69,165,"2021-04-22 12:38:28",355,229,91.92,4,1,38,"COMPLETE","DELIVERED"
69,165,"2021-04-22 12:38:28",355,229,97.5,2,1,26,"COMPLETE","DELIVERED"
69,723,"2021-09-02 20:30:05",222,96,195.8,5,11,46,"COMPLETE",
69,1204,"2021-12-02 06:02:20",131,5,73.38,3,11,18,"COMPLETE",
69,1204,"2021-12-02 06:02:20",131,5,85.77,3,11,31,"COMPLETE",
69,1204,"2021-12-02 06:02:20",131,5,22.98,1,11,38,"COMPLETE",
69,1241,"2021-12-07 02:33:19",126,0,66.56,4,11,43,"COMPLETE",
69,1241,"2021-12-07 02:33:19",126,0,26.14,1,11,14,"COMPLETE",
69,1241,"2021-12-07 02:33:19",126,0,58.74,3,11,8,"COMPLETE",
70,172,"2021-04-23 19:54:43",354,295,30.99,3,1,23,"COMPLETE","DELIVERED"
70,172,"2021-04-23 19:54:43",354,295,76.64,4,1,7,"COMPLETE","DELIVERED"
70,656,"2021-08-20 05:10:10",235,176,63.48,3,1,9,"COMPLETE","DELIVERED"
70,656,"2021-08-20 05:10:10",235,176,22.98,1,1,38,"COMPLETE","DELIVERED"
70,1094,"2021-11-09 19:11:54",154,95,49.42,2,12,29,"COMPLETE",
70,1094,"2021-11-09 19:11:54",154,95,153.36,4,12,21,"COMPLETE",
70,1673,"2022-02-12 20:17:56",59,0,243.75,5,1,26,"COMPLETE","DELIVERED"
70,1673,"2022-02-12 20:17:56",59,0,84.64,4,1,9,"COMPLETE","DELIVERED"
71,34,"2021-03-09 00:16:29",399,344,78.42,3,1,14,"COMPLETE","DELIVERED"
71,48,"2021-03-14 14:54:16",394,339,41.92,4,1,12,"COMPLETE","DELIVERED"
71,48,"2021-03-14 14:54:16",394,339,91.92,4,1,38,"COMPLETE","DELIVERED"
71,292,"2021-05-24 01:08:24",323,268,119.73,3,1,27,"COMPLETE","DELIVERED"
71,797,"2021-09-14 12:34:45",210,155,48.39,1,1,24,"COMPLETE","DELIVERED"
71,797,"2021-09-14 12:34:45",210,155,158.4,5,1,45,"COMPLETE","DELIVERED"
71,1529,"2022-01-21 16:15:14",81,26,79.82,2,13,27,"COMPLETE",
71,1692,"2022-02-16 04:51:59",55,0,49.92,3,1,43,"COMPLETE","DELIVERED"
71,1692,"2022-02-16 04:51:59",55,0,191.4,5,1,6,"COMPLETE","DELIVERED"
71,1692,"2022-02-16 04:51:59",55,0,157.28,4,1,44,"COMPLETE","DELIVERED"
72,483,"2021-07-09 13:26:22",277,212,57.36,4,1,19,"COMPLETE","DELIVERED"
72,547,"2021-07-27 19:04:57",259,194,52.4,5,1,12,"COMPLETE","DELIVERED"
72,547,"2021-07-27 19:04:57",259,194,114.36,4,1,31,"COMPLETE","DELIVERED"
72,547,"2021-07-27 19:04:57",259,194,153.36,4,1,21,"COMPLETE","DELIVERED"
72,1595,"2022-01-30 14:00:37",72,7,33.34,2,14,3,"COMPLETE",
72,1639,"2022-02-06 04:33:54",65,0,88.53,3,1,37,"COMPLETE","DELIVERED"
73,46,"2021-03-14 00:26:31",394,303,158.4,5,1,45,"COMPLETE","DELIVERED"
73,1145,"2021-11-19 10:04:40",144,53,10.48,1,1,12,"COMPLETE","DELIVERED"
73,1337,"2021-12-22 09:26:47",111,20,63.36,2,1,45,"COMPLETE","DELIVERED"
73,1337,"2021-12-22 09:26:47",111,20,58.74,3,1,8,"COMPLETE","DELIVERED"
73,1454,"2022-01-11 09:52:35",91,0,39.2,4,15,25,"COMPLETE",
74,6,"2021-02-13 20:11:48",423,365,114.84,3,1,6,"COMPLETE","DELIVERED"
74,6,"2021-02-13 20:11:48",423,365,84.64,4,1,9,"COMPLETE","DELIVERED"
74,1532,"2022-01-22 03:14:49",80,22,55.28,2,16,46,"COMPLETE",
74,1532,"2022-01-22 03:14:49",80,22,79.78,2,16,17,"COMPLETE",
74,1532,"2022-01-22 03:14:49",80,22,13.97,1,16,15,"COMPLETE",
74,1679,"2022-02-13 16:58:46",58,0,114.84,3,16,6,"COMPLETE",
74,1679,"2022-02-13 16:58:46",58,0,118.04,4,16,37,"COMPLETE",
74,1679,"2022-02-13 16:58:46",58,0,132.51,3,16,4,"COMPLETE",
75,825,"2021-09-21 09:25:10",203,142,39.91,1,1,27,"COMPLETE","DELIVERED"
75,825,"2021-09-21 09:25:10",203,142,39.2,4,1,25,"COMPLETE","DELIVERED"
75,853,"2021-09-26 13:59:46",198,137,37.34,1,1,30,"COMPLETE","DELIVERED"
75,853,"2021-09-26 13:59:46",198,137,20.22,2,1,42,"COMPLETE","DELIVERED"
75,853,"2021-09-26 13:59:46",198,137,56.42,2,1,20,"COMPLETE","DELIVERED"
75,1156,"2021-11-21 13:01:41",142,81,174.84,4,1,5,"COMPLETE","DELIVERED"
75,1156,"2021-11-21 13:01:41",142,81,196.6,5,1,44,"COMPLETE","DELIVERED"
75,1156,"2021-11-21 13:01:41",142,81,30.99,3,1,23,"COMPLETE","DELIVERED"
75,1559,"2022-01-25 05:16:00",77,16,55.88,4,17,15,"COMPLETE",
75,1559,"2022-01-25 05:16:00",77,16,58.74,3,17,8,"COMPLETE",
75,1585,"2022-01-28 21:24:05",74,13,66.68,4,17,3,"COMPLETE",
75,1585,"2022-01-28 21:24:05",74,13,48.92,2,17,18,"COMPLETE",
75,1662,"2022-02-10 15:01:58",61,0,78.64,2,1,44,"COMPLETE","DELIVERED"
75,1662,"2022-02-10 15:01:58",61,0,146.25,3,1,26,"COMPLETE","DELIVERED"
76,119,"2021-04-09 22:19:40",368,302,45.96,2,1,38,"COMPLETE","DELIVERED"
76,119,"2021-04-09 22:19:40",368,302,147.75,5,1,2,"COMPLETE","DELIVERED"
76,735,"2021-09-04 08:51:57",220,154,119.73,3,1,27,"COMPLETE","DELIVERED"
76,735,"2021-09-04 08:51:57",220,154,74.13,3,1,29,"COMPLETE","DELIVERED"
76,779,"2021-09-11 05:42:57",213,147,97.5,2,1,26,"COMPLETE","DELIVERED"
76,779,"2021-09-11 05:42:57",213,147,39.32,1,1,44,"COMPLETE","DELIVERED"
76,779,"2021-09-11 05:42:57",213,147,111,3,1,33,"COMPLETE","DELIVERED"
76,1407,"2022-01-03 03:05:21",99,33,10.48,1,18,12,"COMPLETE",
76,1407,"2022-01-03 03:05:21",99,33,105.8,5,18,9,"COMPLETE",
76,1407,"2022-01-03 03:05:21",99,33,84.63,3,18,20,"COMPLETE",
76,1633,"2022-02-05 05:09:36",66,0,27.94,2,18,15,"COMPLETE",
76,1633,"2022-02-05 05:09:36",66,0,44,4,18,39,"COMPLETE",
77,242,"2021-05-09 03:41:28",338,312,97.84,4,1,18,"COMPLETE","DELIVERED"
77,354,"2021-06-10 22:32:36",306,280,157.28,4,1,44,"COMPLETE","DELIVERED"
77,354,"2021-06-10 22:32:36",306,280,30.33,3,1,42,"COMPLETE","DELIVERED"
77,834,"2021-09-22 16:45:34",202,176,31.44,3,1,12,"COMPLETE","DELIVERED"
77,834,"2021-09-22 16:45:34",202,176,126.72,4,1,45,"COMPLETE","DELIVERED"
77,879,"2021-10-01 22:15:47",193,167,34.64,4,1,41,"COMPLETE","DELIVERED"
77,879,"2021-10-01 22:15:47",193,167,83.2,5,1,43,"COMPLETE","DELIVERED"
77,1353,"2021-12-25 10:24:47",108,82,117.96,4,1,10,"COMPLETE","DELIVERED"
77,1353,"2021-12-25 10:24:47",108,82,176.68,4,1,4,"COMPLETE","DELIVERED"
77,1353,"2021-12-25 10:24:47",108,82,20.66,2,1,23,"COMPLETE","DELIVERED"
77,1657,"2022-02-09 20:47:37",62,36,30.99,3,1,23,"COMPLETE","DELIVERED"
77,1790,"2022-03-06 12:36:19",37,11,19.6,2,19,25,"COMPLETE",
77,1790,"2022-03-06 12:36:19",37,11,14.36,2,19,35,"COMPLETE",
77,1790,"2022-03-06 12:36:19",37,11,123.55,5,19,29,"COMPLETE",
77,1829,"2022-03-14 00:33:04",29,3,43.02,3,19,19,"COMPLETE",
77,1829,"2022-03-14 00:33:04",29,3,49.42,2,19,29,"COMPLETE",
77,1853,"2022-03-17 23:26:43",26,0,20.48,2,19,28,"COMPLETE",
77,1853,"2022-03-17 23:26:43",26,0,30.99,3,19,23,"COMPLETE",
78,379,"2021-06-16 21:28:59",300,257,44,4,1,39,"COMPLETE","DELIVERED"
78,379,"2021-06-16 21:28:59",300,257,52.4,5,1,12,"COMPLETE","DELIVERED"
78,702,"2021-08-30 12:47:39",225,182,19.6,2,1,25,"COMPLETE","DELIVERED"
78,702,"2021-08-30 12:47:39",225,182,27.94,2,1,15,"COMPLETE","DELIVERED"
78,711,"2021-08-31 12:31:44",224,181,102.18,3,1,40,"COMPLETE","DELIVERED"
78,1073,"2021-11-06 12:02:08",157,114,157.28,4,1,44,"COMPLETE","DELIVERED"
78,1760,"2022-02-28 19:51:10",43,0,52.28,2,20,14,"COMPLETE",
78,1760,"2022-02-28 19:51:10",43,0,12.64,1,20,13,"COMPLETE",
78,1760,"2022-02-28 19:51:10",43,0,33.34,2,20,3,"COMPLETE",
79,464,"2021-07-05 09:31:59",281,262,196.6,5,1,44,"COMPLETE","DELIVERED"
79,758,"2021-09-08 14:07:25",216,197,39.2,4,1,25,"COMPLETE","DELIVERED"
79,758,"2021-09-08 14:07:25",216,197,39.27,3,1,16,"COMPLETE","DELIVERED"
79,758,"2021-09-08 14:07:25",216,197,39.32,1,1,44,"COMPLETE","DELIVERED"
79,1756,"2022-02-28 04:08:00",43,24,39.16,1,21,46,"COMPLETE",
79,1756,"2022-02-28 04:08:00",43,24,33.34,2,21,3,"COMPLETE",
79,1815,"2022-03-10 09:42:56",33,14,33,3,21,39,"COMPLETE",
79,1815,"2022-03-10 09:42:56",33,14,71.7,5,21,19,"COMPLETE",
79,1815,"2022-03-10 09:42:56",33,14,17.32,2,21,41,"COMPLETE",
79,1882,"2022-03-24 14:39:17",19,0,48.92,2,21,18,"COMPLETE",
79,1882,"2022-03-24 14:39:17",19,0,66.56,4,21,43,"COMPLETE",
79,1882,"2022-03-24 14:39:17",19,0,48.39,1,21,24,"COMPLETE",
80,22,"2021-03-01 22:55:29",407,390,58.98,2,1,10,"COMPLETE","DELIVERED"
80,22,"2021-03-01 22:55:29",407,390,186.7,5,1,30,"COMPLETE","DELIVERED"
80,72,"2021-03-26 21:12:19",382,365,199.55,5,1,27,"COMPLETE","DELIVERED"
80,72,"2021-03-26 21:12:19",382,365,159.56,4,1,17,"COMPLETE","DELIVERED"
80,300,"2021-05-25 11:57:11",322,305,66.68,4,1,3,"COMPLETE","DELIVERED"
80,300,"2021-05-25 11:57:11",322,305,88.47,3,1,10,"COMPLETE","DELIVERED"
80,1841,"2022-03-15 21:34:58",28,11,97.5,2,22,26,"COMPLETE",
80,1892,"2022-03-26 21:14:20",17,0,199.45,5,22,17,"COMPLETE",
81,24,"2021-03-02 15:53:19",406,11,48.75,1,1,26,"COMPLETE","DELIVERED"
81,24,"2021-03-02 15:53:19",406,11,29.49,1,1,10,"COMPLETE","DELIVERED"
81,45,"2021-03-13 14:51:24",395,0,186.7,5,1,30,"COMPLETE","DELIVERED"
81,45,"2021-03-13 14:51:24",395,0,61.38,2,1,11,"COMPLETE","DELIVERED"
82,587,"2021-08-06 00:40:22",249,180,119.73,3,1,27,"COMPLETE","DELIVERED"
82,587,"2021-08-06 00:40:22",249,180,40.96,4,1,28,"COMPLETE","DELIVERED"
82,1616,"2022-02-02 18:09:45",69,0,39.2,4,1,25,"COMPLETE","DELIVERED"
82,1616,"2022-02-02 18:09:45",69,0,10.33,1,1,23,"COMPLETE","DELIVERED"
83,1415,"2022-01-04 16:01:37",98,27,117.96,3,1,44,"COMPLETE","DELIVERED"
83,1599,"2022-01-31 05:36:59",71,0,10.11,1,1,42,"COMPLETE","DELIVERED"
83,1599,"2022-01-31 05:36:59",71,0,79.78,2,1,17,"COMPLETE","DELIVERED"
83,1599,"2022-01-31 05:36:59",71,0,76.68,2,1,21,"COMPLETE","DELIVERED"
84,56,"2021-03-17 09:37:37",391,113,88.65,3,1,2,"COMPLETE","DELIVERED"
84,476,"2021-07-08 14:57:29",278,0,65.45,5,1,16,"COMPLETE","DELIVERED"
84,476,"2021-07-08 14:57:29",278,0,195.8,5,1,46,"COMPLETE","DELIVERED"
85,816,"2021-09-19 15:07:32",205,92,19.58,1,1,8,"COMPLETE","DELIVERED"
85,816,"2021-09-19 15:07:32",205,92,117.96,4,1,10,"COMPLETE","DELIVERED"
85,1323,"2021-12-20 01:53:48",113,0,28.68,2,1,19,"COMPLETE","DELIVERED"
85,1323,"2021-12-20 01:53:48",113,0,45.96,2,1,38,"COMPLETE","DELIVERED"
86,68,"2021-03-23 06:23:19",385,328,98.84,4,1,29,"COMPLETE","DELIVERED"
86,68,"2021-03-23 06:23:19",385,328,78.32,4,1,8,"COMPLETE","DELIVERED"
86,1522,"2022-01-21 03:50:28",81,24,42.32,2,1,9,"COMPLETE","DELIVERED"
86,1684,"2022-02-14 09:50:37",57,0,98.84,4,1,29,"COMPLETE","DELIVERED"
86,1684,"2022-02-14 09:50:37",57,0,38.32,2,1,7,"COMPLETE","DELIVERED"
87,333,"2021-06-04 01:07:45",312,303,114.9,5,1,38,"COMPLETE","DELIVERED"
87,333,"2021-06-04 01:07:45",312,303,112.02,3,1,30,"COMPLETE","DELIVERED"
87,562,"2021-07-30 19:18:50",256,247,97.9,5,1,8,"COMPLETE","DELIVERED"
87,562,"2021-07-30 19:18:50",256,247,26.14,1,1,14,"COMPLETE","DELIVERED"
87,668,"2021-08-23 06:46:28",232,223,85.77,3,1,31,"COMPLETE","DELIVERED"
87,668,"2021-08-23 06:46:28",232,223,78.42,3,1,14,"COMPLETE","DELIVERED"
87,1426,"2022-01-06 14:22:41",96,87,8.66,1,1,41,"COMPLETE","DELIVERED"
87,1897,"2022-03-27 23:34:52",16,7,78.42,3,23,14,"COMPLETE",
87,1897,"2022-03-27 23:34:52",16,7,33,3,23,39,"COMPLETE",
87,1916,"2022-04-01 05:27:32",11,2,63.36,2,23,45,"COMPLETE",
87,1916,"2022-04-01 05:27:32",11,2,114.84,3,23,6,"COMPLETE",
87,1925,"2022-04-03 14:02:33",9,0,117.96,3,23,44,"COMPLETE",
88,482,"2021-07-09 06:10:25",277,75,28.72,4,1,35,"COMPLETE","DELIVERED"
88,482,"2021-07-09 06:10:25",277,75,63.36,2,1,45,"COMPLETE","DELIVERED"
88,482,"2021-07-09 06:10:25",277,75,79.56,2,1,22,"COMPLETE","DELIVERED"
88,835,"2021-09-22 19:44:46",202,0,30.72,3,1,28,"COMPLETE","DELIVERED"
89,317,"2021-05-31 20:01:21",316,227,41.92,4,1,12,"COMPLETE","DELIVERED"
89,677,"2021-08-23 23:26:29",232,143,118.04,4,2,37,"COMPLETE",
89,1472,"2022-01-13 06:54:37",89,0,148,4,2,33,"COMPLETE",
89,1472,"2022-01-13 06:54:37",89,0,93.28,4,2,34,"COMPLETE",
90,155,"2021-04-20 01:52:47",357,277,193.56,4,1,24,"COMPLETE","DELIVERED"
90,155,"2021-04-20 01:52:47",357,277,55,5,1,39,"COMPLETE","DELIVERED"
90,875,"2021-10-01 02:31:38",193,113,91.92,4,1,38,"COMPLETE","DELIVERED"
90,875,"2021-10-01 02:31:38",193,113,136.24,4,1,40,"COMPLETE","DELIVERED"
90,1018,"2021-10-27 12:52:15",167,87,114.84,3,1,6,"COMPLETE","DELIVERED"
90,1018,"2021-10-27 12:52:15",167,87,41.92,4,1,12,"COMPLETE","DELIVERED"
90,1050,"2021-11-01 22:02:13",162,82,63.36,2,3,45,"COMPLETE",
90,1050,"2021-11-01 22:02:13",162,82,79.56,2,3,22,"COMPLETE",
90,1536,"2022-01-22 15:42:06",80,0,44.17,1,1,4,"COMPLETE","DELIVERED"
91,108,"2021-04-07 03:36:13",370,290,40.96,4,1,28,"CANCELLED",
91,108,"2021-04-07 03:36:13",370,290,157.28,4,1,44,"CANCELLED",
91,108,"2021-04-07 03:36:13",370,290,126.72,4,1,45,"CANCELLED",
91,898,"2021-10-06 20:22:00",188,108,48.75,1,4,26,"COMPLETE",
91,1003,"2021-10-25 06:53:54",169,89,39.32,1,1,44,"COMPLETE","DELIVERED"
91,1057,"2021-11-03 06:05:53",160,80,88.53,3,4,37,"COMPLETE",
91,1057,"2021-11-03 06:05:53",160,80,174.84,4,4,5,"COMPLETE",
91,1406,"2022-01-03 03:03:15",99,19,110.56,4,4,46,"COMPLETE",
91,1406,"2022-01-03 03:03:15",99,19,74.68,2,4,30,"COMPLETE",
91,1537,"2022-01-22 17:35:03",80,0,117.96,3,1,44,"COMPLETE","DELIVERED"
91,1537,"2022-01-22 17:35:03",80,0,95.8,5,1,7,"COMPLETE","DELIVERED"
91,1537,"2022-01-22 17:35:03",80,0,39.89,1,1,17,"COMPLETE","DELIVERED"
92,1010,"2021-10-26 12:19:34",168,106,241.95,5,1,24,"COMPLETE","DELIVERED"
92,1010,"2021-10-26 12:19:34",168,106,159.12,4,1,22,"COMPLETE","DELIVERED"
92,1091,"2021-11-08 22:18:17",155,93,69.96,3,5,34,"COMPLETE",
92,1091,"2021-11-08 22:18:17",155,93,25.28,2,5,13,"COMPLETE",
92,1165,"2021-11-23 21:33:20",140,78,191.4,5,1,6,"COMPLETE","DELIVERED"
92,1165,"2021-11-23 21:33:20",140,78,245.6,5,1,36,"COMPLETE","DELIVERED"
92,1259,"2021-12-09 20:37:30",124,62,78.32,4,1,8,"COMPLETE","DELIVERED"
92,1259,"2021-12-09 20:37:30",124,62,66.68,4,1,3,"COMPLETE","DELIVERED"
92,1652,"2022-02-09 11:42:41",62,0,39.27,3,1,16,"COMPLETE","DELIVERED"
93,187,"2021-04-26 23:30:23",351,257,119.73,3,1,27,"COMPLETE","DELIVERED"
93,187,"2021-04-26 23:30:23",351,257,76.64,4,1,7,"COMPLETE","DELIVERED"
93,554,"2021-07-29 03:07:41",257,163,110.56,4,1,46,"COMPLETE","DELIVERED"
93,554,"2021-07-29 03:07:41",257,163,10.33,1,1,23,"COMPLETE","DELIVERED"
93,1276,"2021-12-12 13:46:28",121,27,39.16,2,6,8,"COMPLETE",
93,1276,"2021-12-12 13:46:28",121,27,13.09,1,6,16,"COMPLETE",
93,1442,"2022-01-08 20:24:31",94,0,130.7,5,6,14,"COMPLETE",
93,1442,"2022-01-08 20:24:31",94,0,147.55,5,6,37,"COMPLETE",
94,102,"2021-04-04 02:37:24",373,313,122.3,5,1,18,"COMPLETE","DELIVERED"
94,102,"2021-04-04 02:37:24",373,313,66.68,4,1,3,"COMPLETE","DELIVERED"
94,236,"2021-05-06 23:38:16",341,281,22.98,1,1,38,"COMPLETE","DELIVERED"
94,1179,"2021-11-27 10:50:21",136,76,30.33,3,1,42,"CANCELLED",
94,1179,"2021-11-27 10:50:21",136,76,220.85,5,1,4,"CANCELLED",
94,1179,"2021-11-27 10:50:21",136,76,29.51,1,1,37,"CANCELLED",
94,1665,"2022-02-11 12:40:18",60,0,132.51,3,7,4,"COMPLETE",
94,1665,"2022-02-11 12:40:18",60,0,59.02,2,7,37,"COMPLETE",
95,244,"2021-05-09 13:13:11",338,194,30.69,1,1,11,"COMPLETE","DELIVERED"
95,244,"2021-05-09 13:13:11",338,194,26.18,2,1,16,"COMPLETE","DELIVERED"
95,969,"2021-10-18 13:12:40",176,32,39.27,3,8,16,"COMPLETE",
95,969,"2021-10-18 13:12:40",176,32,41.91,3,8,15,"COMPLETE",
95,1144,"2021-11-19 03:13:41",144,0,23.32,1,1,34,"COMPLETE","DELIVERED"
95,1144,"2021-11-19 03:13:41",144,0,83.35,5,1,3,"COMPLETE","DELIVERED"
