Transaction_ID,Date,Month,Day,Is_Weekend,Is_Payday,Channel,Sales_Type,SKU,Product_Name,Quantity,Unit_Price,Subtotal,Discount_Rate,Revenue,Unit_Cost,Total_Cost
TRX-1414493,2025-10-07,October,Tuesday,No,No,Store A,Offline,KI001,Kelapa Ijo,3,20000,60000,0.2,48000.0,9000,27000
TRX-9671603,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-7290752,2025-10-07,October,Tuesday,No,No,Store A,Offline,SK001,Sun Kissed,3,40000,120000,0.0,120000.0,17000,51000
TRX-9628674,2025-10-07,October,Tuesday,No,No,Store C,Offline,VS001,Vanilla Shake,5,45000,225000,0.0,225000.0,19000,95000
TRX-9535166,2025-10-07,October,Tuesday,No,No,Store A,Offline,TV001,Tropical Vibes,4,40000,160000,0.1,144000.0,17000,68000
TRX-9535166,2025-10-07,October,Tuesday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-8475204,2025-10-07,October,Tuesday,No,No,Store B,Offline,SK001,Sun Kissed,2,40000,80000,0.1,72000.0,17000,34000
TRX-9167227,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-1735708,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-1735708,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-5973336,2025-10-07,October,Tuesday,No,No,Shopee,Online,VS001,Vanilla Shake,2,45000,90000,0.0,90000.0,19000,38000
TRX-4229821,2025-10-07,October,Tuesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-6373956,2025-10-07,October,Tuesday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-9621722,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-9621722,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-2381527,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-2609881,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,DG001,Dynamic Green,1,40000,40000,0.0,40000.0,17000,17000
TRX-2609881,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-3808418,2025-10-07,October,Tuesday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-3808418,2025-10-07,October,Tuesday,No,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-9945709,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-9945709,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-9945709,2025-10-07,October,Tuesday,No,No,Store C,Offline,DG001,Dynamic Green,4,40000,160000,0.1,144000.0,17000,68000
TRX-1122986,2025-10-07,October,Tuesday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-1122986,2025-10-07,October,Tuesday,No,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-2098434,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-2098434,2025-10-07,October,Tuesday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-2098434,2025-10-07,October,Tuesday,No,No,Store C,Offline,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-4536326,2025-10-07,October,Tuesday,No,No,Store C,Offline,DG001,Dynamic Green,1,40000,40000,0.1,36000.0,17000,17000
TRX-4576485,2025-10-07,October,Tuesday,No,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-8117053,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,5,18000,90000,0.0,90000.0,8000,40000
TRX-2743602,2025-10-07,October,Tuesday,No,No,Store A,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-2743602,2025-10-07,October,Tuesday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-4449052,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-8302077,2025-10-07,October,Tuesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-8302077,2025-10-07,October,Tuesday,No,No,Store C,Offline,VS001,Vanilla Shake,1,45000,45000,0.2,36000.0,19000,19000
TRX-2209981,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,5,45000,225000,0.0,225000.0,19000,95000
TRX-3579573,2025-10-07,October,Tuesday,No,No,Shopee,Online,CB001,Choco Blast,2,45000,90000,0.1,81000.0,19000,38000
TRX-1398508,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-1398508,2025-10-07,October,Tuesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-8704520,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-6565260,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-1635626,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-1635626,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-1635626,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-2468357,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-2468357,2025-10-07,October,Tuesday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-2468357,2025-10-07,October,Tuesday,No,No,Store B,Offline,SK001,Sun Kissed,2,40000,80000,0.0,80000.0,17000,34000
TRX-2468357,2025-10-07,October,Tuesday,No,No,Store B,Offline,DG001,Dynamic Green,1,40000,40000,0.0,40000.0,17000,17000
TRX-2228898,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-1910467,2025-10-07,October,Tuesday,No,No,Shopee,Online,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-3986212,2025-10-07,October,Tuesday,No,No,Shopee,Online,SK001,Sun Kissed,2,40000,80000,0.0,80000.0,17000,34000
TRX-3986212,2025-10-07,October,Tuesday,No,No,Shopee,Online,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-3986212,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-5226314,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-2181822,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-2181822,2025-10-07,October,Tuesday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-2181822,2025-10-07,October,Tuesday,No,No,Shopee,Online,VS001,Vanilla Shake,6,45000,270000,0.1,243000.0,19000,114000
TRX-4819259,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,5,20000,100000,0.0,100000.0,9000,45000
TRX-5339392,2025-10-07,October,Tuesday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-5339392,2025-10-07,October,Tuesday,No,No,Store B,Offline,CB001,Choco Blast,3,45000,135000,0.0,135000.0,19000,57000
TRX-5339392,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-7838943,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,2,45000,90000,0.0,90000.0,19000,38000
TRX-7838943,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-7510106,2025-10-07,October,Tuesday,No,No,Store A,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-8568632,2025-10-07,October,Tuesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-7785511,2025-10-07,October,Tuesday,No,No,Shopee,Online,TV001,Tropical Vibes,4,40000,160000,0.1,144000.0,17000,68000
TRX-7785511,2025-10-07,October,Tuesday,No,No,Shopee,Online,SK001,Sun Kissed,3,40000,120000,0.2,96000.0,17000,51000
TRX-8264954,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-8264954,2025-10-07,October,Tuesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-6308382,2025-10-07,October,Tuesday,No,No,Store A,Offline,SK001,Sun Kissed,3,40000,120000,0.2,96000.0,17000,51000
TRX-1283383,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-7534756,2025-10-07,October,Tuesday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-2984841,2025-10-07,October,Tuesday,No,No,Store C,Offline,TV001,Tropical Vibes,2,40000,80000,0.0,80000.0,17000,34000
TRX-9973031,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-9973031,2025-10-07,October,Tuesday,No,No,Shopee,Online,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-1098967,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-2060950,2025-10-07,October,Tuesday,No,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-2060950,2025-10-07,October,Tuesday,No,No,Store B,Offline,TV001,Tropical Vibes,2,40000,80000,0.0,80000.0,17000,34000
TRX-2060950,2025-10-07,October,Tuesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-1763646,2025-10-07,October,Tuesday,No,No,Store C,Offline,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-2217848,2025-10-07,October,Tuesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-2217848,2025-10-07,October,Tuesday,No,No,Store C,Offline,VS001,Vanilla Shake,2,45000,90000,0.1,81000.0,19000,38000
TRX-7001212,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-7001212,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-9436204,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-9436204,2025-10-07,October,Tuesday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.2,36000.0,19000,19000
TRX-2780658,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-5862651,2025-10-07,October,Tuesday,No,No,Store A,Offline,CB001,Choco Blast,5,45000,225000,0.0,225000.0,19000,95000
TRX-5862651,2025-10-07,October,Tuesday,No,No,Store A,Offline,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-5862651,2025-10-07,October,Tuesday,No,No,Store A,Offline,VS001,Vanilla Shake,1,45000,45000,0.1,40500.0,19000,19000
TRX-6055825,2025-10-07,October,Tuesday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-2451316,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-2451316,2025-10-07,October,Tuesday,No,No,WhatsApp,Online,SK001,Sun Kissed,6,40000,240000,0.1,216000.0,17000,102000
TRX-5723078,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-8342987,2025-10-07,October,Tuesday,No,No,Store C,Offline,CW001,Coconut Water,5,18000,90000,0.0,90000.0,8000,40000
TRX-8342987,2025-10-07,October,Tuesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-8342987,2025-10-07,October,Tuesday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-8342987,2025-10-07,October,Tuesday,No,No,Store C,Offline,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-7399057,2025-10-07,October,Tuesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-7628900,2025-10-07,October,Tuesday,No,No,Store A,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-7628900,2025-10-07,October,Tuesday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-1517059,2025-10-07,October,Tuesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-1517059,2025-10-07,October,Tuesday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-8952193,2025-10-07,October,Tuesday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-8952193,2025-10-07,October,Tuesday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-3622672,2025-10-08,October,Wednesday,No,No,Store B,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-3622672,2025-10-08,October,Wednesday,No,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-3622672,2025-10-08,October,Wednesday,No,No,Store B,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-9950103,2025-10-08,October,Wednesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-4688734,2025-10-08,October,Wednesday,No,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-3288101,2025-10-08,October,Wednesday,No,No,Store A,Offline,VS001,Vanilla Shake,3,45000,135000,0.0,135000.0,19000,57000
TRX-3288101,2025-10-08,October,Wednesday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-3288101,2025-10-08,October,Wednesday,No,No,Store A,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-7559766,2025-10-08,October,Wednesday,No,No,Store C,Offline,CB001,Choco Blast,2,45000,90000,0.1,81000.0,19000,38000
TRX-7559766,2025-10-08,October,Wednesday,No,No,Store C,Offline,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-7559766,2025-10-08,October,Wednesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-5948917,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-3417186,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-6000558,2025-10-08,October,Wednesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-6000558,2025-10-08,October,Wednesday,No,No,Shopee,Online,VS001,Vanilla Shake,3,45000,135000,0.0,135000.0,19000,57000
TRX-6000558,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,4,18000,72000,0.2,57600.0,8000,32000
TRX-7260091,2025-10-08,October,Wednesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-7260091,2025-10-08,October,Wednesday,No,No,Store C,Offline,SK001,Sun Kissed,1,40000,40000,0.2,32000.0,17000,17000
TRX-7260091,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-1187069,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-1187069,2025-10-08,October,Wednesday,No,No,Store C,Offline,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-1187069,2025-10-08,October,Wednesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-1187069,2025-10-08,October,Wednesday,No,No,Store C,Offline,CB001,Choco Blast,3,45000,135000,0.0,135000.0,19000,57000
TRX-3371859,2025-10-08,October,Wednesday,No,No,Shopee,Online,VS001,Vanilla Shake,3,45000,135000,0.2,108000.0,19000,57000
TRX-3067542,2025-10-08,October,Wednesday,No,No,Store B,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-1700837,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-1700837,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-1084386,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-1084386,2025-10-08,October,Wednesday,No,No,Shopee,Online,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-7611593,2025-10-08,October,Wednesday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-7611593,2025-10-08,October,Wednesday,No,No,Store A,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-2428191,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-6111869,2025-10-08,October,Wednesday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-6111869,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-4524102,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-6768873,2025-10-08,October,Wednesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-6768873,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-6768873,2025-10-08,October,Wednesday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-6768873,2025-10-08,October,Wednesday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-4552356,2025-10-08,October,Wednesday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-7923193,2025-10-08,October,Wednesday,No,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-7923193,2025-10-08,October,Wednesday,No,No,Store B,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-7923193,2025-10-08,October,Wednesday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-7923193,2025-10-08,October,Wednesday,No,No,Store B,Offline,SK001,Sun Kissed,1,40000,40000,0.2,32000.0,17000,17000
TRX-9599207,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,CB001,Choco Blast,3,45000,135000,0.0,135000.0,19000,57000
TRX-3390000,2025-10-08,October,Wednesday,No,No,Shopee,Online,VS001,Vanilla Shake,1,45000,45000,0.2,36000.0,19000,19000
TRX-3700366,2025-10-08,October,Wednesday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-4086885,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-4704207,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-5240303,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-5240303,2025-10-08,October,Wednesday,No,No,Shopee,Online,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-4260252,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-2923047,2025-10-08,October,Wednesday,No,No,Store B,Offline,KI001,Kelapa Ijo,2,20000,40000,0.1,36000.0,9000,18000
TRX-2923047,2025-10-08,October,Wednesday,No,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.2,36000.0,19000,19000
TRX-2923047,2025-10-08,October,Wednesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-4042682,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-4042682,2025-10-08,October,Wednesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-1912484,2025-10-08,October,Wednesday,No,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.2,36000.0,19000,19000
TRX-8738745,2025-10-08,October,Wednesday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-8738745,2025-10-08,October,Wednesday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-2227162,2025-10-08,October,Wednesday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-5876342,2025-10-08,October,Wednesday,No,No,Store C,Offline,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-5876342,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-2130159,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-5205840,2025-10-08,October,Wednesday,No,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.1,36000.0,17000,17000
TRX-2647562,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-4312117,2025-10-08,October,Wednesday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-4312117,2025-10-08,October,Wednesday,No,No,Shopee,Online,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-9173698,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,2,18000,36000,0.1,32400.0,8000,16000
TRX-6550757,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-6550757,2025-10-08,October,Wednesday,No,No,WhatsApp,Online,DG001,Dynamic Green,1,40000,40000,0.0,40000.0,17000,17000
TRX-6991787,2025-10-08,October,Wednesday,No,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.1,36000.0,17000,17000
TRX-6991787,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-3151093,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,2,18000,36000,0.1,32400.0,8000,16000
TRX-3151093,2025-10-08,October,Wednesday,No,No,Shopee,Online,SK001,Sun Kissed,4,40000,160000,0.2,128000.0,17000,68000
TRX-4934808,2025-10-08,October,Wednesday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-2678477,2025-10-08,October,Wednesday,No,No,Store C,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-5783807,2025-10-08,October,Wednesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-2171198,2025-10-08,October,Wednesday,No,No,Store B,Offline,KI001,Kelapa Ijo,7,20000,140000,0.2,112000.0,9000,63000
TRX-4246367,2025-10-08,October,Wednesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-6331563,2025-10-08,October,Wednesday,No,No,Store A,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-9151398,2025-10-08,October,Wednesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-9151398,2025-10-08,October,Wednesday,No,No,Store B,Offline,TV001,Tropical Vibes,4,40000,160000,0.1,144000.0,17000,68000
TRX-8560584,2025-10-08,October,Wednesday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-6508733,2025-10-08,October,Wednesday,No,No,Store A,Offline,CW001,Coconut Water,5,18000,90000,0.0,90000.0,8000,40000
TRX-6128383,2025-10-08,October,Wednesday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-6128383,2025-10-08,October,Wednesday,No,No,Shopee,Online,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-6128383,2025-10-08,October,Wednesday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-3556763,2025-10-08,October,Wednesday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-3556763,2025-10-08,October,Wednesday,No,No,Store C,Offline,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-7115185,2025-10-08,October,Wednesday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
