Inventory_ID,Date,SKU,Channel,Quantity_Produced,Expiry_Date,Batch_ID
INV-010737,2025-09-23,SK001,WhatsApp,7,2025-09-28,BAT-8180
INV-010738,2025-09-23,TV001,WhatsApp,13,2025-09-30,BAT-5820
INV-010739,2025-09-23,VS001,WhatsApp,4,2025-09-30,BAT-1848
INV-010740,2025-09-24,CB001,Shopee,5,2025-09-30,BAT-1319
INV-010741,2025-09-24,CW001,Shopee,18,2025-10-01,BAT-8734
INV-010742,2025-09-24,DG001,Shopee,3,2025-10-01,BAT-1572
INV-010743,2025-09-24,KI001,Shopee,13,2025-10-01,BAT-4343
INV-010744,2025-09-24,SK001,Shopee,7,2025-10-01,BAT-3013
INV-010745,2025-09-24,TV001,Shopee,9,2025-09-30,BAT-5843
INV-010746,2025-09-24,VS001,Shopee,5,2025-09-30,BAT-3154
INV-010747,2025-09-24,CB001,Store A,5,2025-09-29,BAT-7445
INV-010748,2025-09-24,CW001,Store A,5,2025-10-01,BAT-6618
INV-010749,2025-09-24,DG001,Store A,4,2025-10-01,BAT-7567
INV-010750,2025-09-24,KI001,Store A,8,2025-09-30,BAT-3700
INV-010751,2025-09-24,SK001,Store A,2,2025-09-29,BAT-7190
INV-010752,2025-09-24,TV001,Store A,3,2025-09-29,BAT-2914
INV-010753,2025-09-24,VS001,Store A,3,2025-09-30,BAT-8146
INV-010754,2025-09-24,CB001,Store B,6,2025-09-29,BAT-6167
INV-010755,2025-09-24,CW001,Store B,4,2025-09-29,BAT-4018
INV-010756,2025-09-24,KI001,Store B,2,2025-09-29,BAT-3046
INV-010757,2025-09-24,TV001,Store B,5,2025-09-30,BAT-4865
INV-010758,2025-09-24,VS001,Store B,2,2025-10-01,BAT-5831
INV-010759,2025-09-24,CB001,Store C,7,2025-09-29,BAT-5237
INV-010760,2025-09-24,CW001,Store C,39,2025-09-30,BAT-7370
INV-010761,2025-09-24,KI001,Store C,25,2025-09-30,BAT-6335
INV-010762,2025-09-24,SK001,Store C,6,2025-09-29,BAT-8161
INV-010763,2025-09-24,TV001,Store C,11,2025-09-29,BAT-4797
INV-010764,2025-09-24,VS001,Store C,4,2025-09-30,BAT-1100
INV-010765,2025-09-24,CB001,WhatsApp,4,2025-09-29,BAT-3247
INV-010766,2025-09-24,CW001,WhatsApp,13,2025-10-01,BAT-6696
INV-010767,2025-09-24,DG001,WhatsApp,3,2025-09-29,BAT-1923
INV-010768,2025-09-24,KI001,WhatsApp,5,2025-09-29,BAT-7461
INV-010769,2025-09-24,SK001,WhatsApp,5,2025-09-29,BAT-2497
INV-010770,2025-09-24,VS001,WhatsApp,4,2025-09-29,BAT-8738
INV-010771,2025-09-25,CB001,Shopee,6,2025-10-02,BAT-3345
INV-010772,2025-09-25,CW001,Shopee,7,2025-10-01,BAT-9104
INV-010773,2025-09-25,DG001,Shopee,3,2025-10-01,BAT-9782
INV-010774,2025-09-25,KI001,Shopee,12,2025-10-02,BAT-5036
INV-010775,2025-09-25,SK001,Shopee,2,2025-10-02,BAT-6259
INV-010776,2025-09-25,TV001,Shopee,13,2025-10-01,BAT-6320
INV-010777,2025-09-25,VS001,Shopee,9,2025-10-02,BAT-6001
INV-010778,2025-09-25,CB001,Store A,2,2025-10-01,BAT-3292
INV-010779,2025-09-25,CW001,Store A,14,2025-10-01,BAT-2661
INV-010780,2025-09-25,KI001,Store A,12,2025-10-02,BAT-6368
INV-010781,2025-09-25,SK001,Store A,3,2025-10-02,BAT-2376
INV-010782,2025-09-25,TV001,Store A,4,2025-09-30,BAT-6504
INV-010783,2025-09-25,VS001,Store A,2,2025-10-02,BAT-1772
INV-010784,2025-09-25,CB001,Store B,11,2025-10-02,BAT-2519
INV-010785,2025-09-25,CW001,Store B,10,2025-10-01,BAT-6034
INV-010786,2025-09-25,DG001,Store B,5,2025-09-30,BAT-6998
INV-010787,2025-09-25,KI001,Store B,6,2025-10-01,BAT-3312
INV-010788,2025-09-25,SK001,Store B,13,2025-10-02,BAT-5846
INV-010789,2025-09-25,TV001,Store B,6,2025-10-01,BAT-2951
INV-010790,2025-09-25,VS001,Store B,4,2025-10-01,BAT-8527
INV-010791,2025-09-25,CB001,Store C,24,2025-10-01,BAT-4328
INV-010792,2025-09-25,CW001,Store C,19,2025-09-30,BAT-9000
INV-010793,2025-09-25,DG001,Store C,4,2025-09-30,BAT-4641
INV-010794,2025-09-25,KI001,Store C,24,2025-10-02,BAT-4567
INV-010795,2025-09-25,SK001,Store C,7,2025-09-30,BAT-4293
INV-010796,2025-09-25,TV001,Store C,19,2025-10-02,BAT-9538
INV-010797,2025-09-25,VS001,Store C,8,2025-09-30,BAT-7997
INV-010798,2025-09-25,CB001,WhatsApp,2,2025-10-02,BAT-8773
INV-010799,2025-09-25,CW001,WhatsApp,6,2025-09-30,BAT-2119
INV-010800,2025-09-25,KI001,WhatsApp,7,2025-09-30,BAT-8862
INV-010801,2025-09-25,SK001,WhatsApp,4,2025-09-30,BAT-1157
INV-010802,2025-09-25,TV001,WhatsApp,6,2025-10-02,BAT-8123
INV-010803,2025-09-25,VS001,WhatsApp,3,2025-10-02,BAT-2025
INV-010804,2025-09-26,CB001,Shopee,11,2025-10-01,BAT-8293
INV-010805,2025-09-26,CW001,Shopee,18,2025-10-02,BAT-6352
INV-010806,2025-09-26,DG001,Shopee,2,2025-10-01,BAT-6364
INV-010807,2025-09-26,KI001,Shopee,13,2025-10-02,BAT-9386
INV-010808,2025-09-26,SK001,Shopee,3,2025-10-03,BAT-2759
INV-010809,2025-09-26,TV001,Shopee,9,2025-10-03,BAT-8837
INV-010810,2025-09-26,VS001,Shopee,9,2025-10-02,BAT-7250
INV-010811,2025-09-26,CB001,Store A,8,2025-10-03,BAT-8851
INV-010812,2025-09-26,CW001,Store A,28,2025-10-02,BAT-3663
INV-010813,2025-09-26,DG001,Store A,12,2025-10-02,BAT-2069
INV-010814,2025-09-26,KI001,Store A,14,2025-10-01,BAT-4439
INV-010815,2025-09-26,SK001,Store A,5,2025-10-01,BAT-5209
INV-010816,2025-09-26,TV001,Store A,10,2025-10-03,BAT-8045
INV-010817,2025-09-26,CB001,Store B,12,2025-10-02,BAT-1862
INV-010818,2025-09-26,CW001,Store B,27,2025-10-03,BAT-1475
INV-010819,2025-09-26,DG001,Store B,2,2025-10-01,BAT-1790
INV-010820,2025-09-26,KI001,Store B,14,2025-10-03,BAT-6575
INV-010821,2025-09-26,SK001,Store B,6,2025-10-03,BAT-1277
INV-010822,2025-09-26,TV001,Store B,14,2025-10-01,BAT-6576
INV-010823,2025-09-26,VS001,Store B,3,2025-10-03,BAT-2392
INV-010824,2025-09-26,CB001,Store C,19,2025-10-02,BAT-9553
INV-010825,2025-09-26,CW001,Store C,45,2025-10-02,BAT-3788
INV-010826,2025-09-26,DG001,Store C,5,2025-10-02,BAT-5537
INV-010827,2025-09-26,KI001,Store C,13,2025-10-03,BAT-9465
INV-010828,2025-09-26,SK001,Store C,13,2025-10-03,BAT-8500
INV-010829,2025-09-26,TV001,Store C,26,2025-10-02,BAT-3796
INV-010830,2025-09-26,VS001,Store C,16,2025-10-02,BAT-9032
INV-010831,2025-09-26,CB001,WhatsApp,8,2025-10-03,BAT-6710
INV-010832,2025-09-26,CW001,WhatsApp,19,2025-10-01,BAT-9492
INV-010833,2025-09-26,DG001,WhatsApp,2,2025-10-03,BAT-1841
INV-010834,2025-09-26,KI001,WhatsApp,9,2025-10-01,BAT-8227
INV-010835,2025-09-26,SK001,WhatsApp,9,2025-10-02,BAT-9827
INV-010836,2025-09-26,TV001,WhatsApp,5,2025-10-03,BAT-2212
INV-010837,2025-09-26,VS001,WhatsApp,6,2025-10-02,BAT-9664
INV-010838,2025-09-27,CB001,Shopee,33,2025-10-04,BAT-8403
INV-010839,2025-09-27,CW001,Shopee,28,2025-10-03,BAT-1235
INV-010840,2025-09-27,DG001,Shopee,5,2025-10-04,BAT-9669
INV-010841,2025-09-27,KI001,Shopee,37,2025-10-03,BAT-6385
INV-010842,2025-09-27,SK001,Shopee,27,2025-10-03,BAT-4376
INV-010843,2025-09-27,TV001,Shopee,13,2025-10-02,BAT-9570
INV-010844,2025-09-27,CB001,Store A,12,2025-10-04,BAT-2717
INV-010845,2025-09-27,CW001,Store A,17,2025-10-04,BAT-4565
INV-010846,2025-09-27,DG001,Store A,3,2025-10-02,BAT-9653
INV-010847,2025-09-27,KI001,Store A,7,2025-10-03,BAT-9787
INV-010848,2025-09-27,SK001,Store A,6,2025-10-02,BAT-5026
INV-010849,2025-09-27,TV001,Store A,6,2025-10-03,BAT-9827
INV-010850,2025-09-27,VS001,Store A,9,2025-10-03,BAT-1186
INV-010851,2025-09-27,CB001,Store B,13,2025-10-02,BAT-3734
INV-010852,2025-09-27,CW001,Store B,28,2025-10-03,BAT-8667
INV-010853,2025-09-27,DG001,Store B,10,2025-10-03,BAT-6171
INV-010854,2025-09-27,KI001,Store B,21,2025-10-03,BAT-7929
INV-010855,2025-09-27,SK001,Store B,15,2025-10-02,BAT-7122
INV-010856,2025-09-27,TV001,Store B,25,2025-10-04,BAT-6129
INV-010857,2025-09-27,VS001,Store B,5,2025-10-04,BAT-1338
INV-010858,2025-09-27,CB001,Store C,28,2025-10-03,BAT-1194
INV-010859,2025-09-27,CW001,Store C,64,2025-10-04,BAT-6216
INV-010860,2025-09-27,DG001,Store C,9,2025-10-04,BAT-7464
INV-010861,2025-09-27,KI001,Store C,43,2025-10-04,BAT-2991
INV-010862,2025-09-27,SK001,Store C,11,2025-10-02,BAT-2307
INV-010863,2025-09-27,TV001,Store C,26,2025-10-04,BAT-3058
INV-010864,2025-09-27,VS001,Store C,19,2025-10-03,BAT-6036
INV-010865,2025-09-27,CB001,WhatsApp,14,2025-10-03,BAT-6727
INV-010866,2025-09-27,CW001,WhatsApp,27,2025-10-04,BAT-7989
INV-010867,2025-09-27,DG001,WhatsApp,5,2025-10-02,BAT-9701
INV-010868,2025-09-27,KI001,WhatsApp,9,2025-10-04,BAT-2655
INV-010869,2025-09-27,SK001,WhatsApp,5,2025-10-04,BAT-3015
INV-010870,2025-09-27,TV001,WhatsApp,14,2025-10-03,BAT-1999
INV-010871,2025-09-27,VS001,WhatsApp,11,2025-10-03,BAT-4476
INV-010872,2025-09-28,CB001,Shopee,22,2025-10-03,BAT-7561
INV-010873,2025-09-28,CW001,Shopee,46,2025-10-04,BAT-9698
INV-010874,2025-09-28,DG001,Shopee,15,2025-10-04,BAT-7587
INV-010875,2025-09-28,KI001,Shopee,31,2025-10-04,BAT-2292
INV-010876,2025-09-28,SK001,Shopee,11,2025-10-04,BAT-9350
INV-010877,2025-09-28,TV001,Shopee,12,2025-10-04,BAT-5019
INV-010878,2025-09-28,VS001,Shopee,13,2025-10-03,BAT-1988
INV-010879,2025-09-28,CB001,Store A,6,2025-10-05,BAT-6470
INV-010880,2025-09-28,CW001,Store A,24,2025-10-04,BAT-2480
INV-010881,2025-09-28,DG001,Store A,3,2025-10-04,BAT-8378
INV-010882,2025-09-28,KI001,Store A,15,2025-10-03,BAT-6477
INV-010883,2025-09-28,SK001,Store A,7,2025-10-04,BAT-4922
INV-010884,2025-09-28,TV001,Store A,18,2025-10-05,BAT-4046
INV-010885,2025-09-28,VS001,Store A,7,2025-10-03,BAT-2659
INV-010886,2025-09-28,CB001,Store B,8,2025-10-03,BAT-7437
INV-010887,2025-09-28,CW001,Store B,33,2025-10-05,BAT-1697
INV-010888,2025-09-28,DG001,Store B,4,2025-10-05,BAT-4931
INV-010889,2025-09-28,KI001,Store B,14,2025-10-03,BAT-8486
INV-010890,2025-09-28,SK001,Store B,3,2025-10-03,BAT-9924
INV-010891,2025-09-28,TV001,Store B,12,2025-10-05,BAT-7196
INV-010892,2025-09-28,VS001,Store B,5,2025-10-04,BAT-5085
INV-010893,2025-09-28,CB001,Store C,26,2025-10-05,BAT-2346
INV-010894,2025-09-28,CW001,Store C,49,2025-10-04,BAT-5201
INV-010895,2025-09-28,DG001,Store C,4,2025-10-05,BAT-7753
INV-010896,2025-09-28,KI001,Store C,45,2025-10-03,BAT-8566
INV-010897,2025-09-28,SK001,Store C,30,2025-10-04,BAT-4354
INV-010898,2025-09-28,TV001,Store C,27,2025-10-05,BAT-5908
INV-010899,2025-09-28,VS001,Store C,6,2025-10-04,BAT-1702
INV-010900,2025-09-28,CB001,WhatsApp,23,2025-10-03,BAT-1613
INV-010901,2025-09-28,CW001,WhatsApp,21,2025-10-05,BAT-9959
INV-010902,2025-09-28,DG001,WhatsApp,2,2025-10-04,BAT-4506
INV-010903,2025-09-28,KI001,WhatsApp,32,2025-10-03,BAT-8972
INV-010904,2025-09-28,SK001,WhatsApp,6,2025-10-04,BAT-3200
INV-010905,2025-09-28,TV001,WhatsApp,14,2025-10-05,BAT-2678
INV-010906,2025-09-28,VS001,WhatsApp,4,2025-10-04,BAT-5433
INV-010907,2025-09-29,CB001,Shopee,18,2025-10-06,BAT-4766
INV-010908,2025-09-29,CW001,Shopee,19,2025-10-04,BAT-1354
INV-010909,2025-09-29,KI001,Shopee,13,2025-10-06,BAT-1735
INV-010910,2025-09-29,SK001,Shopee,8,2025-10-05,BAT-5261
INV-010911,2025-09-29,TV001,Shopee,9,2025-10-06,BAT-1058
INV-010912,2025-09-29,VS001,Shopee,5,2025-10-04,BAT-9284
INV-010913,2025-09-29,CB001,Store A,8,2025-10-05,BAT-9341
INV-010914,2025-09-29,CW001,Store A,17,2025-10-05,BAT-6241
INV-010915,2025-09-29,DG001,Store A,2,2025-10-05,BAT-2833
INV-010916,2025-09-29,KI001,Store A,7,2025-10-04,BAT-6384
INV-010917,2025-09-29,SK001,Store A,2,2025-10-05,BAT-3224
INV-010918,2025-09-29,TV001,Store A,2,2025-10-04,BAT-8430
INV-010919,2025-09-29,VS001,Store A,4,2025-10-04,BAT-1348
INV-010920,2025-09-29,CB001,Store B,5,2025-10-05,BAT-2963
INV-010921,2025-09-29,CW001,Store B,21,2025-10-05,BAT-5439
INV-010922,2025-09-29,DG001,Store B,8,2025-10-04,BAT-4327
INV-010923,2025-09-29,KI001,Store B,11,2025-10-04,BAT-9255
INV-010924,2025-09-29,SK001,Store B,7,2025-10-04,BAT-9310
INV-010925,2025-09-29,TV001,Store B,6,2025-10-06,BAT-8698
INV-010926,2025-09-29,VS001,Store B,4,2025-10-06,BAT-6884
INV-010927,2025-09-29,CB001,Store C,18,2025-10-04,BAT-4834
INV-010928,2025-09-29,CW001,Store C,51,2025-10-05,BAT-8780
INV-010929,2025-09-29,DG001,Store C,6,2025-10-05,BAT-2544
INV-010930,2025-09-29,KI001,Store C,47,2025-10-04,BAT-1204
INV-010931,2025-09-29,SK001,Store C,8,2025-10-04,BAT-6719
INV-010932,2025-09-29,TV001,Store C,18,2025-10-06,BAT-7867
INV-010933,2025-09-29,VS001,Store C,21,2025-10-04,BAT-9928
INV-010934,2025-09-29,CB001,WhatsApp,2,2025-10-04,BAT-6712
INV-010935,2025-09-29,CW001,WhatsApp,10,2025-10-04,BAT-1647
INV-010936,2025-09-29,DG001,WhatsApp,7,2025-10-04,BAT-3791
INV-010937,2025-09-29,KI001,WhatsApp,8,2025-10-04,BAT-2392
INV-010938,2025-09-29,SK001,WhatsApp,5,2025-10-06,BAT-6834
INV-010939,2025-09-29,TV001,WhatsApp,11,2025-10-04,BAT-1119
INV-010940,2025-09-29,VS001,WhatsApp,2,2025-10-05,BAT-2086
INV-010941,2025-09-30,CB001,Shopee,8,2025-10-07,BAT-9105
INV-010942,2025-09-30,CW001,Shopee,32,2025-10-07,BAT-5458
INV-010943,2025-09-30,DG001,Shopee,4,2025-10-05,BAT-3614
INV-010944,2025-09-30,KI001,Shopee,24,2025-10-05,BAT-2233
INV-010945,2025-09-30,SK001,Shopee,5,2025-10-06,BAT-6071
INV-010946,2025-09-30,TV001,Shopee,5,2025-10-07,BAT-3366
INV-010947,2025-09-30,VS001,Shopee,7,2025-10-06,BAT-9912
INV-010948,2025-09-30,CB001,Store A,5,2025-10-05,BAT-8776
INV-010949,2025-09-30,CW001,Store A,11,2025-10-06,BAT-5190
INV-010950,2025-09-30,KI001,Store A,15,2025-10-07,BAT-7666
INV-010951,2025-09-30,SK001,Store A,3,2025-10-05,BAT-7114
INV-010952,2025-09-30,TV001,Store A,10,2025-10-06,BAT-5891
INV-010953,2025-09-30,VS001,Store A,4,2025-10-05,BAT-5745
INV-010954,2025-09-30,CB001,Store B,9,2025-10-07,BAT-4505
INV-010955,2025-09-30,CW001,Store B,19,2025-10-05,BAT-2767
INV-010956,2025-09-30,KI001,Store B,20,2025-10-07,BAT-1845
INV-010957,2025-09-30,SK001,Store B,9,2025-10-06,BAT-7268
INV-010958,2025-09-30,TV001,Store B,6,2025-10-05,BAT-7250
INV-010959,2025-09-30,VS001,Store B,4,2025-10-06,BAT-1196
INV-010960,2025-09-30,CB001,Store C,18,2025-10-06,BAT-8350
INV-010961,2025-09-30,CW001,Store C,44,2025-10-05,BAT-1918
INV-010962,2025-09-30,DG001,Store C,9,2025-10-05,BAT-1575
INV-010963,2025-09-30,KI001,Store C,27,2025-10-06,BAT-4873
INV-010964,2025-09-30,SK001,Store C,16,2025-10-06,BAT-3220
INV-010965,2025-09-30,TV001,Store C,17,2025-10-06,BAT-4220
INV-010966,2025-09-30,VS001,Store C,6,2025-10-07,BAT-1510
INV-010967,2025-09-30,CB001,WhatsApp,5,2025-10-06,BAT-8795
INV-010968,2025-09-30,CW001,WhatsApp,15,2025-10-05,BAT-1981
INV-010969,2025-09-30,DG001,WhatsApp,3,2025-10-05,BAT-3237
INV-010970,2025-09-30,KI001,WhatsApp,3,2025-10-07,BAT-1201
INV-010971,2025-09-30,SK001,WhatsApp,3,2025-10-06,BAT-4542
INV-010972,2025-09-30,TV001,WhatsApp,3,2025-10-05,BAT-4104
INV-010973,2025-09-30,VS001,WhatsApp,4,2025-10-05,BAT-8396
INV-010974,2025-10-01,CB001,Shopee,18,2025-10-06,BAT-2788
INV-010975,2025-10-01,CW001,Shopee,38,2025-10-07,BAT-1675
INV-010976,2025-10-01,KI001,Shopee,27,2025-10-07,BAT-2238
INV-010977,2025-10-01,SK001,Shopee,16,2025-10-07,BAT-3335
INV-010978,2025-10-01,TV001,Shopee,9,2025-10-06,BAT-5159
INV-010979,2025-10-01,VS001,Shopee,8,2025-10-08,BAT-5576
INV-010980,2025-10-01,CB001,Store A,6,2025-10-06,BAT-9126
INV-010981,2025-10-01,CW001,Store A,8,2025-10-06,BAT-9964
INV-010982,2025-10-01,DG001,Store A,6,2025-10-06,BAT-8765
INV-010983,2025-10-01,KI001,Store A,13,2025-10-07,BAT-5207
INV-010984,2025-10-01,SK001,Store A,4,2025-10-07,BAT-1881
INV-010985,2025-10-01,TV001,Store A,4,2025-10-06,BAT-4695
INV-010986,2025-10-01,VS001,Store A,5,2025-10-07,BAT-3158
INV-010987,2025-10-01,CB001,Store B,11,2025-10-06,BAT-2521
INV-010988,2025-10-01,CW001,Store B,22,2025-10-06,BAT-3360
INV-010989,2025-10-01,DG001,Store B,11,2025-10-06,BAT-5421
INV-010990,2025-10-01,KI001,Store B,11,2025-10-06,BAT-1278
INV-010991,2025-10-01,SK001,Store B,4,2025-10-07,BAT-8308
INV-010992,2025-10-01,TV001,Store B,7,2025-10-07,BAT-3953
INV-010993,2025-10-01,VS001,Store B,9,2025-10-06,BAT-4411
INV-010994,2025-10-01,CB001,Store C,19,2025-10-07,BAT-6785
INV-010995,2025-10-01,CW001,Store C,34,2025-10-06,BAT-3138
INV-010996,2025-10-01,DG001,Store C,4,2025-10-06,BAT-8628
INV-010997,2025-10-01,KI001,Store C,26,2025-10-07,BAT-1394
INV-010998,2025-10-01,SK001,Store C,7,2025-10-08,BAT-3194
INV-010999,2025-10-01,TV001,Store C,21,2025-10-07,BAT-6883
INV-011000,2025-10-01,VS001,Store C,12,2025-10-07,BAT-2834
INV-011001,2025-10-01,CB001,WhatsApp,7,2025-10-06,BAT-2732
INV-011002,2025-10-01,CW001,WhatsApp,8,2025-10-08,BAT-2809
INV-011003,2025-10-01,DG001,WhatsApp,3,2025-10-08,BAT-2489
INV-011004,2025-10-01,KI001,WhatsApp,14,2025-10-07,BAT-9855
INV-011005,2025-10-01,SK001,WhatsApp,4,2025-10-08,BAT-5678
INV-011006,2025-10-01,TV001,WhatsApp,5,2025-10-08,BAT-7776
INV-011007,2025-10-01,VS001,WhatsApp,5,2025-10-08,BAT-8011
INV-011008,2025-10-02,CB001,Shopee,14,2025-10-09,BAT-7902
INV-011009,2025-10-02,CW001,Shopee,15,2025-10-08,BAT-7215
INV-011010,2025-10-02,DG001,Shopee,7,2025-10-07,BAT-9195
INV-011011,2025-10-02,KI001,Shopee,27,2025-10-08,BAT-8474
INV-011012,2025-10-02,SK001,Shopee,6,2025-10-09,BAT-4780
INV-011013,2025-10-02,TV001,Shopee,7,2025-10-09,BAT-2451
INV-011014,2025-10-02,VS001,Shopee,4,2025-10-07,BAT-1532
INV-011015,2025-10-02,CB001,Store A,10,2025-10-09,BAT-3140
INV-011016,2025-10-02,CW001,Store A,11,2025-10-08,BAT-1714
INV-011017,2025-10-02,KI001,Store A,13,2025-10-09,BAT-9668
INV-011018,2025-10-02,SK001,Store A,5,2025-10-07,BAT-7439
INV-011019,2025-10-02,TV001,Store A,7,2025-10-09,BAT-3094
INV-011020,2025-10-02,VS001,Store A,12,2025-10-08,BAT-4775
INV-011021,2025-10-02,CB001,Store B,3,2025-10-08,BAT-9353
INV-011022,2025-10-02,CW001,Store B,7,2025-10-08,BAT-1640
INV-011023,2025-10-02,DG001,Store B,2,2025-10-07,BAT-4670
INV-011024,2025-10-02,KI001,Store B,12,2025-10-09,BAT-7721
INV-011025,2025-10-02,SK001,Store B,3,2025-10-08,BAT-4071
INV-011026,2025-10-02,TV001,Store B,7,2025-10-07,BAT-3755
INV-011027,2025-10-02,VS001,Store B,5,2025-10-07,BAT-4265
INV-011028,2025-10-02,CB001,Store C,15,2025-10-08,BAT-3431
INV-011029,2025-10-02,CW001,Store C,24,2025-10-08,BAT-6387
INV-011030,2025-10-02,DG001,Store C,8,2025-10-07,BAT-4568
INV-011031,2025-10-02,KI001,Store C,14,2025-10-07,BAT-1297
INV-011032,2025-10-02,SK001,Store C,12,2025-10-08,BAT-5074
INV-011033,2025-10-02,TV001,Store C,19,2025-10-09,BAT-7607
INV-011034,2025-10-02,VS001,Store C,8,2025-10-09,BAT-2822
INV-011035,2025-10-02,CB001,WhatsApp,7,2025-10-07,BAT-9456
INV-011036,2025-10-02,CW001,WhatsApp,2,2025-10-09,BAT-2474
INV-011037,2025-10-02,DG001,WhatsApp,4,2025-10-07,BAT-7655
INV-011038,2025-10-02,KI001,WhatsApp,7,2025-10-07,BAT-2512
INV-011039,2025-10-02,TV001,WhatsApp,4,2025-10-09,BAT-3494
INV-011040,2025-10-02,VS001,WhatsApp,3,2025-10-07,BAT-9101
INV-011041,2025-10-03,CB001,Shopee,15,2025-10-09,BAT-9715
INV-011042,2025-10-03,CW001,Shopee,28,2025-10-10,BAT-8533
INV-011043,2025-10-03,DG001,Shopee,6,2025-10-10,BAT-1732
INV-011044,2025-10-03,KI001,Shopee,28,2025-10-10,BAT-6518
INV-011045,2025-10-03,SK001,Shopee,10,2025-10-08,BAT-9972
INV-011046,2025-10-03,TV001,Shopee,10,2025-10-09,BAT-7365
INV-011047,2025-10-03,VS001,Shopee,8,2025-10-08,BAT-1377
INV-011048,2025-10-03,CB001,Store A,6,2025-10-10,BAT-9438
INV-011049,2025-10-03,CW001,Store A,10,2025-10-08,BAT-5080
INV-011050,2025-10-03,KI001,Store A,5,2025-10-08,BAT-5002
INV-011051,2025-10-03,SK001,Store A,3,2025-10-08,BAT-2574
INV-011052,2025-10-03,TV001,Store A,5,2025-10-08,BAT-6215
INV-011053,2025-10-03,VS001,Store A,7,2025-10-10,BAT-7051
INV-011054,2025-10-03,CB001,Store B,2,2025-10-09,BAT-9212
INV-011055,2025-10-03,CW001,Store B,12,2025-10-10,BAT-6063
INV-011056,2025-10-03,KI001,Store B,7,2025-10-08,BAT-4098
INV-011057,2025-10-03,SK001,Store B,2,2025-10-10,BAT-1197
INV-011058,2025-10-03,TV001,Store B,9,2025-10-08,BAT-6307
INV-011059,2025-10-03,CB001,Store C,24,2025-10-09,BAT-7764
INV-011060,2025-10-03,CW001,Store C,50,2025-10-09,BAT-6269
INV-011061,2025-10-03,DG001,Store C,4,2025-10-10,BAT-5102
INV-011062,2025-10-03,KI001,Store C,27,2025-10-10,BAT-5478
INV-011063,2025-10-03,SK001,Store C,10,2025-10-09,BAT-8235
INV-011064,2025-10-03,TV001,Store C,20,2025-10-08,BAT-2564
INV-011065,2025-10-03,VS001,Store C,12,2025-10-08,BAT-5374
INV-011066,2025-10-03,CB001,WhatsApp,15,2025-10-10,BAT-1262
INV-011067,2025-10-03,CW001,WhatsApp,14,2025-10-10,BAT-9832
INV-011068,2025-10-03,DG001,WhatsApp,2,2025-10-10,BAT-9306
INV-011069,2025-10-03,KI001,WhatsApp,9,2025-10-08,BAT-4645
INV-011070,2025-10-03,SK001,WhatsApp,6,2025-10-10,BAT-5734
INV-011071,2025-10-03,TV001,WhatsApp,9,2025-10-08,BAT-7407
INV-011072,2025-10-03,VS001,WhatsApp,2,2025-10-10,BAT-6679
INV-011073,2025-10-04,CB001,Shopee,34,2025-10-09,BAT-9140
INV-011074,2025-10-04,CW001,Shopee,41,2025-10-10,BAT-3227
INV-011075,2025-10-04,DG001,Shopee,6,2025-10-10,BAT-4156
INV-011076,2025-10-04,KI001,Shopee,31,2025-10-09,BAT-4641
INV-011077,2025-10-04,SK001,Shopee,6,2025-10-10,BAT-1285
INV-011078,2025-10-04,TV001,Shopee,28,2025-10-09,BAT-3612
INV-011079,2025-10-04,VS001,Shopee,16,2025-10-11,BAT-3285
INV-011080,2025-10-04,CB001,Store A,10,2025-10-10,BAT-2756
INV-011081,2025-10-04,CW001,Store A,18,2025-10-11,BAT-7859
INV-011082,2025-10-04,DG001,Store A,10,2025-10-11,BAT-3894
INV-011083,2025-10-04,KI001,Store A,20,2025-10-10,BAT-6668
INV-011084,2025-10-04,SK001,Store A,9,2025-10-10,BAT-7513
INV-011085,2025-10-04,TV001,Store A,10,2025-10-09,BAT-1996
INV-011086,2025-10-04,VS001,Store A,2,2025-10-09,BAT-4589
INV-011087,2025-10-04,CB001,Store B,8,2025-10-10,BAT-7691
INV-011088,2025-10-04,CW001,Store B,16,2025-10-09,BAT-3093
INV-011089,2025-10-04,DG001,Store B,6,2025-10-11,BAT-3348
INV-011090,2025-10-04,KI001,Store B,3,2025-10-09,BAT-2470
INV-011091,2025-10-04,SK001,Store B,11,2025-10-11,BAT-3879
INV-011092,2025-10-04,TV001,Store B,15,2025-10-09,BAT-7999
INV-011093,2025-10-04,CB001,Store C,13,2025-10-09,BAT-3049
INV-011094,2025-10-04,CW001,Store C,36,2025-10-10,BAT-9722
INV-011095,2025-10-04,DG001,Store C,7,2025-10-09,BAT-9155
INV-011096,2025-10-04,KI001,Store C,31,2025-10-10,BAT-6326
INV-011097,2025-10-04,SK001,Store C,13,2025-10-11,BAT-5236
INV-011098,2025-10-04,TV001,Store C,20,2025-10-11,BAT-1753
INV-011099,2025-10-04,VS001,Store C,11,2025-10-10,BAT-3911
INV-011100,2025-10-04,CB001,WhatsApp,19,2025-10-10,BAT-7864
INV-011101,2025-10-04,CW001,WhatsApp,32,2025-10-11,BAT-5912
INV-011102,2025-10-04,DG001,WhatsApp,3,2025-10-09,BAT-2754
INV-011103,2025-10-04,KI001,WhatsApp,16,2025-10-10,BAT-4876
INV-011104,2025-10-04,SK001,WhatsApp,6,2025-10-10,BAT-4358
INV-011105,2025-10-04,TV001,WhatsApp,14,2025-10-10,BAT-9057
